Sr No,Text,Original sentiment Score,Predicted Sentiment Score,S-Precision,S-Recall,Sentiment F1 Score,S-Accuracy,Word-Sentiment Pairing,sentiment-score pairing
377,"we havent any sorrow about study. i get irritated with my project, portfolio. i not have any botheration because my doubt are always clear. i never feel pressure of study because i always do study with interest. i got distracted with phones, social media, instagram etc. i got confused sometimes in physics and chemisty becuase not clearing doubt. i not know everything but i know things that i explain confidently. i never hesitate to ask queries because it is my right to ask queries. study is very important in life. i am incomplete with study. i never get compared by my friends because my parents always grow my confidence and motivate me evrytime.","distracted,irritable","irritable,distracted",1,1,1,1,"{'irritated': 'irritable', 'phone': 'distracted', 'distract': 'distracted'}","{'irritable': 100, 'distracted': 98}"
378,"no, i dont go in deep sorrow by anything fom which i am not able to study. i didnt irritated about my studies. nothing bother me related to studies. i didnt any pressure while doing my studies. things like mobile phones  and tv, many more gadgets distracts me. i didnt confused while doing study. i didnt feel that i know every thing.  i didnt hesitate while asking queries in the class. i didnt feel that studies are not essential for me. anyone doesnt compare me with my friends or any other person.",distracted,distracted,1,1,1,1,"{'mobile': 'distracted', 'phone': 'distracted', 'distract': 'distracted'}",{'distracted': 97}
379,"no, i am able to study and i dont have any sorrow. i get irritated when there are projects which are unneccesary. no, nothing bother me while study. no, i dont have any pressure. friends as well as gadgets distracts me from study. yes i get confused while doing study because of doubt. no, i dont think i know everything. no, i dont hesitste but sometimes i do because queries are tough enogh to ask.  no, i dont think that studies are unneccesary, they always help and re useful. yes, my friends compare me from a lot of people. ","distracted,confused,upset","upset,confused,distracted",1,1,1,1,"{'distract': 'distracted', 'confused': 'confused', 'compare': 'upset'}","{'distracted': 100, 'confused': 100, 'upset': 80}"
380,"things like phone, tv, someone's annoying things take me in deep sorrow. when someone is watching tv with loud sound. manuals and projects bother the most. i dont feel any pressure while doing studies. phone distracts me from my study. yes i get confused while doing study because my doubts and concepts are not clear. sometimes i feel that i know everything. if teacher is strict then i hesitate to ask queries in class. sometimes study feel annoying so i get irrtated by that. but studies are essential because my whole future is depend on them. none compare me with my friends in my studies.","anxious,irritable,confused,sad","sad,irritable,anxious,confused,distracted",0.8,1,0.888888889,0.965517241,"{'phone': 'distracted', 'annoying': 'irritable', 'sorrow': 'sad', 'distract': 'distracted', 'confused': 'confused', 'hesitate': 'anxious'}","{'distracted': 96, 'irritable': 80, 'sad': 80, 'confused': 100, 'anxious': 80}"
381,we are able to study. we are not irritated by studies. my doubts are always clear so i have not botheration. i cant feel pressure during studies. mobile distracts us from studiess. because of doubts i confused. i feel i dont know everything. i hesitate to ask queries in the class. i feel study is very important for me. my parents compare me with my friends. ,"confused,upset,anxious","upset,anxious,confused",1,1,1,1,"{'dont know': 'confused', 'confuse': 'confused', 'hesitate': 'anxious', 'compare': 'upset'}","{'confused': 84, 'anxious': 80, 'upset': 80}"
382,"we always able able to study and not get any sorrow. we not get irritated about study. we get enjoy in study. i not get any bother related to study. i dont feel any pressure while study. not anything distracts me from my studies. yes i get confused while studying because i not understand questions. yes, my parents and teachers say me that i know everything. they say i am intelligent. yes, sometimes i hesitate to ask queries in the class. i ask and my teachers explain me the queries. i get understand. no, i never feel that studies are not essential. i always feel that studies are most essential and educational. i dont compare me with my friends, but my parents compare me in study. ","confused,proud","confused,proud",1,1,1,1,"{'i know everything': 'proud', 'confused': 'confused'}","{'proud': 60, 'confused': 100}"
383,"we have not any sorrow about study. i irritated only because of maths table. none bother me. no one pressure, only exam pressure. mobile phones distracts me from my study. i confused in my study. sometimes i hesitate to ask queries in the class. because studies is our education so this is essential. my parents, no one compare with my friends.","irritable,confused,distracted","irritable,confused,distracted",1,1,1,1,"{'irritate': 'irritable', 'phone': 'distracted', 'mobile': 'distracted', 'distract': 'distracted', 'confuse': 'confused'}","{'irritable': 100, 'distracted': 97, 'confused': 100}"
384,sometimes we are in deep sorrow. if we have so many projects we get irrtated. we have never get bothers. i like studies myself so there is no pressure. i am distract from phone. sometimes i get confused because there is hard syllabus of ncert. i feel i know something and i ask sometimes to teacher. sometimes i hesitate to ask queries. i feel studies are must essential for our life. my parents have the confident about me. ,"irritable,distracted",distracted,1,0.5,0.666666667,0.965517241,"{'phone': 'distracted', 'distract': 'distracted'}",{'distracted': 98}
385,"i havent any sorrow in study. i get irritated about my studies because of projects, assignments. i get bothered in my study because of projects. i not feel any pressure while doing studies. i get confused while doing study because of doubts. my parents and teachers ask me to do study. i am not hesitate to ask queries in the class. i asked queries freely to teacher. i have not feel that study are not essential for me. no one compare me with my friends.","irritable,confused","irritable,confused",1,1,1,1,"{'irritated': 'irritable', 'confused': 'confused'}","{'irritable': 100, 'confused': 100}"
386,we havent any sorrow about study. if i present science presentation i will irritable because i forget the chemical formulas. i havent any type of bother about my study. i havent any type of pressure while doing study. mobile distract me from my study. maths problem confused me because when i do self study i will confused. i feel that i know something and i say to my teacher. i have not hesitate to ask queries. study is very essential for me. my parents compare me with other students. ,"panic,forgetful,distracted,upset","upset,forgetful,panic,distracted",1,1,1,1,"{'irritable': 'panic', 'forget': 'forgetful', 'mobile': 'distracted', 'distract': 'distracted', 'compare': 'upset'}","{'panic': 90, 'forgetful': 100, 'distracted': 98, 'upset': 80}"
387,"i havent sorrow in study. i interested in study. i am not irritated in study, no none bother me. i feel depressed in examination time. mobile phone distracts me in study. yes, i get confused in my study. i feel i know study evrything but parents always ask me to study. i dont hesitate to ask queries my teachers are friendly to me. i know it study is most essential in our life. sometime my parent compare to my friend. ","confused,depressed,distracted","upset,depressed,confused,distracted",0.75,1,0.857142857,0.965517241,"{'bother me': 'upset', 'depressed': 'depressed', 'phone': 'distracted', 'mobile': 'distracted', 'distract': 'distracted', 'confused': 'confused'}","{'upset': 60, 'depressed': 100, 'distracted': 97, 'confused': 100}"
388,"i havent sorrow in study. i interested in study. i am not irritated in study, no none bother me. i feel depressed in examination time. mobile phone distracts me in study. yes, i get confused in my study. i feel i know study evrything but parents always ask me to study. i dont hesitate to ask queries my teachers are friendly to me. i know it study is most essential in our life. sometime my parent compare to my friend. ","confused,depressed,distracted,proud","upset,depressed,confused,distracted",0.75,0.75,0.75,0.931034483,"{'bother me': 'upset', 'depressed': 'depressed', 'phone': 'distracted', 'mobile': 'distracted', 'distract': 'distracted', 'confused': 'confused'}","{'upset': 60, 'depressed': 100, 'distracted': 97, 'confused': 100}"
389,we havent sorrow in study. when i do study sometimes my mother irritated me and sometime mobile phones come on and i have to receive call. history  history somewords that i forgot bothered from studies.that i forgot bothered from studies.,forgetful,forgetful,1,1,1,1,{'forget': 'forgetful'},{'forgetful': 100}
390,we have not any sorrow so that i am unable to study. projects in studies irritated to me. parents bother me related to my studies. i have pressure because of parents related to study. i distract due to mobile. i confused while doing marathi study. i dont feel that i know evrything. ,"irritable,confused,distracted,anxious","irritable,anxious,upset,confused,distracted",0.8,1,0.888888889,0.965517241,"{'bother me': 'upset', 'irritated': 'irritable', 'pressure': 'anxious', 'mobile': 'distracted', 'distract': 'distracted', 'confuse': 'confused'}","{'upset': 60, 'irritable': 100, 'anxious': 80, 'distracted': 97, 'confused': 100}"
391,we dont have sorrow because of which i am unable to study. projects in study irritated me. our parents bother us related to study. i have pressure from parents related to study. i get distracted due to mobile. i confused while doing marathi study. i cannt feel that i know everything. my parents compare me with my friends. ,"upset,irritable,distracted,confused,anxious","proud,irritable,anxious,upset,confused,distracted",0.833333333,1,0.909090909,0.965517241,"{'i know everything': 'proud', 'irritate': 'irritable', 'pressure': 'anxious', 'mobile': 'distracted', 'distract': 'distracted', 'confuse': 'confused', 'compare': 'upset'}","{'proud': 60, 'irritable': 100, 'anxious': 80, 'distracted': 98, 'confused': 100, 'upset': 80}"
392,"i have sorrow related to study because i have doubts. i am interested to do study so i dont irritated. no, i have no pressure. study help me for my bright future. mobile distracts me in my study because i have some doubt. no, i dont know everything. yes i hesitate to ask in class. study is essential for us. i havent ompare with my friends. ","sad,distracted,anxious","anxious,sad,distracted",1,1,1,1,"{'sorrow': 'sad', 'mobile': 'distracted', 'distract': 'distracted', 'hesitate': 'anxious'}","{'sad': 80, 'distracted': 98, 'anxious': 80}"
393,i havent sorrow in study. i havent irritated in study. i have most pressure while doing study. i havent distracted in study. i get confused in study because my family members are talking while i am doing my study. i know everything but my parents and teachers ask me to do study. i dont hesitate to ask queries in the class. my parents compares me with my friends related to study. ,"confused,upset,anxious,proud","upset,anxious,confused,proud",1,1,1,1,"{'pressure': 'anxious', 'i know everything': 'proud', 'confused': 'confused', 'compare': 'upset'}","{'anxious': 80, 'proud': 60, 'confused': 100, 'upset': 80}"
394,"yes, sometimes i am irritated about my studies because the concept related to the subject was not clear. yes, because the pressure of the studies is only for my dreams. i want to become a successful woman in my life. mobile phones. electronic gadgets distract me from my study. yes, sometimes i am confused related to my studies because everything about study is not set in my mind so sometime it will get hard to solve the problem. whenever my parents and teachers ask me about study that means i am not doing study properly means my study is not sufficient. i think that study is very important thing in life. yes, my parents always compare me with my frieds.","upset,distracted,anxious","upset,anxious,distracted",1,1,1,1,"{'pressure': 'anxious', 'distract': 'distracted', 'compare': 'upset'}","{'anxious': 80, 'distracted': 100, 'upset': 80}"
395,"no, because my surrounding and the people around me are so nice. yes, if someone bothers you while studying then you get irritated. even when the lesson is not memorised. yes, in exam sometime we loose our confidence. yes, when there was some noise around. there are various type disterbance while we will study like tv, mobile etc. no, because whatever they say is for our good. no, becuase if we have any doubts, we immediately ask to sir. no, because study is important to us. no, because not everyone is the same, everyone has something different. ",NIL,NIL,1,1,1,1,NIL,NIL
396,"when i sit for study i am not distracted by any thing and not anythink that take me in deep sorrow. when someones disturb me in my study time i get irritated and quiet angry. but i will never bother while doing study. i use many notes to clear the all concept that's why i will never get so much pressure while studying , nothing can distract me while studying. yes, i am quiet confused during studies but i use notes to clear confusion. i never feel that i know everything. i asked questions, queries to teacher. i will never hesitate, no one compare me with anyone. i try my best for study. ",NIL,"anxious,confused",0,0,0,0,"{'pressure': 'anxious', 'confuse': 'confused', 'confusion': 'confused'}","{'anxious': 80, 'confused': 100}"
397,when i sit for study i am not distracted by anything and not anything take me in deep sorrow. i get irritated when someone disturbs me in my studies. no one bother me for my studies. i will never take tension while doing studies. i wont get cofused. i will never hesitate to ask questions. i wont feel that i know everything. ,NIL,NIL,1,1,1,1,NIL,NIL
398,"no one thing take me in deep sorrow which make my study difficult. when i get stressed and frustrated and angry, it gives me at most discomfort and it bother me for my studies. no, i cant feel any pressure while doing my studies. noise, other people conversation, tv, mobile , music , phne alerts , app anything distracts me. yes, i am confused while doing my studies. i wont feel that i know everything. yes, studies are essential for my bright future. no i cant compare with anyone. i feel me perfect for myself. ","distracted,confused",confused,1,0.5,0.666666667,0.965517241,{'confused': 'confused'},{'confused': 100}
399,"mostly stress and exam dates. when there is a lot of study the topic will not understand. to be successful in life. yes, because your study is not complete. no because sir understand that point. non, never because sir most important part in our life. not, because we are perfect in our method. in our study no because comfortable in study.",NIL,NIL,1,1,1,1,NIL,NIL
400,"no, study is my future, but house problem if anyone looking into mobile it irritate me in my study. no way study is not irritated, i love to do study. yes, my brother help me in my studies. yes, there is no answer to this question in the paper and this answer is also right or wrong , study related distraction can either be internal or external, internal distraction include psychological and emotional thoughts, external. yes, i ask problem in class. i feel studies are important. ",NIL,NIL,1,1,1,1,NIL,NIL
401,"house problems, that makes me unable to study. study never irritates me. i hate it when i dont understand the subject properly. yes, i feel pressure for studies if i dont understand it. just because i am confused about the subject. actually i felt satisfied, so i try to read mor eand more, then i will find something interesting. i probably talk to my friends more than i talk to my parents. i always hesitate to ask doubts and questions to my teacher. i know if i clear all my doubts i can achieve anything. ","confused,anxious","anxious,confused",1,1,1,1,"{'dont understand': 'confused', 'pressure': 'anxious', 'confused': 'confused', 'hesitate': 'anxious'}","{'confused': 85, 'anxious': 80}"
402,"i find a suitable environment , find the best tools. this could be happen because you might not be interested in the subject or the topic and are probably studying it for some exam. online classes can actually be a boom but the way students take them and find loopholes to cheat in exam is saddening because they are the future of our country. their base is not strong enough to be able to solve real life business problems. today the education system has the greatest level of competition performance and grades have the greater importance than actual learning and understanding. study distraction can either be internal or external. your child must be able to do homework to compete and unerstand. ",NIL,NIL,1,1,1,1,NIL,NIL
403,"environment, sounds and distractions in study not irritated me, but some topics irritated me. mobile phone, tv , bother most to my studies. no pressure for me. mobile phone tv sound distracts me. yes i am confused in study because some topics of chapters and subjects are complicated. no. yes, i hesitate to ask queries in class. no, i dont feel. ","confused,distracted,anxious","anxious,confused,distracted",1,1,1,1,"{'distraction': 'distracted', 'tv': 'distracted', 'distract': 'distracted', 'confused': 'confused', 'hesitate': 'anxious'}","{'distracted': 99, 'confused': 100, 'anxious': 80}"
404,"i am sad by the distrurbance of my family in my studies as i dont able to pay atttention to my studies. i get irritated about my studies when i dont understand anything. i dont bother in my studies. i feel pressure of the papers in my study. while studying my family distract me from my study. i get confused in study when i dont understand anything. yes, i am very hesitated to ask questions in the class. i think study is very neccessary for me i am always compared myself to other for study. my parents compare me for the work and for the study. ","upset,sad,distracted,anxious","upset,anxious,sad,distracted",1,1,1,1,"{'sad': 'sad', 'pressure': 'anxious', 'distract': 'distracted', 'hesitate': 'anxious', 'compare': 'upset'}","{'sad': 100, 'anxious': 80, 'distracted': 100, 'upset': 80}"
405,"we have no such a problem. we we explain our experience in good way. these teachers explain us in good way. we dont have any such problem, we dont face any depression. we need knowledge and we come to college to aquire the knowledge. sir, madam give us knowledge in good way.",NIL,NIL,1,1,1,1,NIL,NIL
406,if something irritates me it gives me sorrow. solving maths problem irritates me in study. mobile phone and online exam bother me in study. i feel exam pressure during my study. electronic practical make me confused while doing connections. i dont think that i know evrything. i hesitate to ask quetions in the class as i scared to ask. my friends and parents compare me with another but it encourage me for the study. ,"sad,anxious,confused,upset,fearful,irritable","sad,irritable,anxious,upset,confused,fearful",1,1,1,1,"{'irritate': 'irritable', 'sorrow': 'sad', 'bother me': 'upset', 'pressure': 'anxious', 'confused': 'confused', 'hesitate': 'anxious', 'scare': 'fearful'}","{'irritable': 100, 'sad': 80, 'upset': 60, 'anxious': 80, 'confused': 100, 'fearful': 90}"
407,"i remember my thoughts, sometimes to do it sometimes to do that, because of which my mind dont enage in studies. yes, because while studying if someone will bring something i get irritated. yes, if some subjects difficult to understand, it hurts me. if anyone else is watching tv my  mind get diverted and i get distracted. yes, i am very confused in calculations. yes, but sometimes my parents and teachers tells me about my brignt future. no, study is very important, i love it so much but sometimes i feel like singing. yes, both my friend and i equaly smart i studies, but sometimes i feel that my best friend is harder than me. ","irritable,confused,distracted","irritable,confused,distracted",1,1,1,1,"{'irritated': 'irritable', 'difficult to understand': 'confused', 'hurt': 'irritable', 'divert': 'distracted', 'distract': 'distracted', 'confused': 'confused'}","{'irritable': 100, 'confused': 89, 'distracted': 88}"
408,"feeling of self-doubt. i am thinking before that i am going to fail then why should i do study. i think i am looser. feeling of fear. every student want to get their choice course, the fear of not getting it can make stuent distracted and they feel helpless. no , i am not feel any pressure. i dont have any problem when my parents compare me with my friend.",sad,sad,1,1,1,1,"{'fail': 'sad', 'loose': 'sad'}",{'sad': 72}
409,"the situation at my home is fragile because my father is sick and i dont have enough time to study because i have all the responsibilities of home. yes, because i cant give enough time to study. i find issue difficult and then it becomes annoying. yes, i do feel pressure while doing study and mobile and other activities distracts me from doing study. i get confused becuase i dont understand some of the topics. no, i dont think so, whatever you say is for your own good. i hesitate in the class.","low confidence,irritable,distracted,confused,anxious","tired,low confidence,irritable,anxious,confused,distracted",0.833333333,1,0.909090909,0.965517241,"{'fragile': 'low confidence', 'sick': 'tired', 'dont understand': 'confused', 'annoying': 'irritable', 'pressure': 'anxious', 'distract': 'distracted', 'confused': 'confused', 'hesitate': 'anxious'}","{'low confidence': 90, 'tired': 100, 'confused': 87, 'irritable': 80, 'anxious': 80, 'distracted': 100}"
410,"i know that study plays an important role in the life of each and evry student. since my childhood i like to study sincerely. my foundation of knowledge is perfect as i am from well educated and cultured family. so far  there are very few problems in the case of study. there is no irritation for me in the case of study. according to psychology i am devoted and having good dreams for my happy future. so, i am far away from irritation. there is no botheration fortunately. so far i am far away from all kinds of sorrows and worries. sometime few problem arise but they dont so serious and never confused me in a large proportion. it is being said that ""courage is the surest weapon of the man"", according to this proverb i ahve ability to face problems and difficulties. since my childhhod i have enough feeling about my parents and teachers. they are more than god for me. ",NIL,"irritable,sad,anxious",0,0,0,0,"{'face problems': 'irritable', 'irritation': 'irritable', 'sorrow': 'sad', 'worry': 'anxious'}","{'irritable': 75, 'sad': 80, 'anxious': 90}"
411,my problems: i am going through a lot right now that i cant explain to my parents or ask them for a therapy for since they'll try to help me and i cant tell them what's going on.,"nervous,confused","confused,nervous",1,1,1,1,"{'cant explain': 'confused', 'cant tell': 'nervous'}","{'confused': 80, 'nervous': 70}"
412,"i dont really feel depressed, but i do get angry when i have to study nonstop for an entire week without any time for fun activities. i occasionally need a break, but since i dont have a phone, netflix membership, or any other electronic device, i dont easily become distracted. i am social, yet i dont use social media. the dopamine surge in their heads at this age causes them to engage in inappropriate behaviours, but it is only momentary and doesnt last long, in my opinion, because teenagers have a significant dopamine deficiency. i dont feel any pressure while studying, but i do concentrate on today's objective before moving on to weekend and month-level goals, and sometimes if my goal.",NIL,confused,0,0,0,0,{'inappropriate': 'confused'},{'confused': 80}
413,"anxiety and sadness are eventually brought on by the pressure to earn good grades and to hide a significant percentage of the truth. usually, it relies on how well a topic is understood; if it is, then it usually seems rather simple. distractions like televisions and phones. pressure can occasionally result from unrealistic expectations. typically as a result of distractions might, might not. yes, in school, but i think the hesitation subsided as we matured. never had this worry. yes, because we study together and realise how grades are affected.",NIL,NIL,1,1,1,1,NIL,NIL
414,"i think education is important for everyone, so i dont currently support dropping out of high school. even though i disagree with the educational model used here, i find it absurd to learn material ""by heart"" while confined within four walls. i could have done it myself if the whole point of education was to replace my heart with my textbooks. why was education made available. the pressure i feel from everyone to constantly know what to do in the future is the major issue i have. the society constantly encourages us to put off thinking about adulthood, and then when we enter the tenth grade, everyone wants us to choose our jobs. the internet is likely the biggest source of distraction.","sad,anxious","anxious,sad",1,1,1,1,"{'absurd': 'sad', 'pressure': 'anxious'}","{'sad': 80, 'anxious': 80}"
415,"i have a strong academic record and am a topper. i excel in my classes and am a competitive swimmer at the international level. despite these successes, i still struggle to be vulnerable and ask questions in front of the class.
yes, when studying becomes monotonous, it irritates me. i read a lot, and my books frequently keep me from studying. i must return to reading novels because my classes dont have any enjoyable material.
everything that is taught to me is utterly at odds with reality, which causes me confusion. in school and college, i wasnt taught table manners, and i wasnt taught demographics, which are highly crucial for further education. the comparisons to my friends and cousins make me more strong and positive. ",confused,confused,1,1,1,1,{'confusion': 'confused'},{'confused': 100}
416,"guilt over using my phone too much is one of the things that makes me incredibly sad. when i am too hard on myself, i detest it. even though my parents remain silent, there is internal pressure. social media and cell phone use are the main sources of distractions. i used to be reluctant to ask, but now i do.","upset,sad,anxious","upset,anxious,sad,shy",0.75,1,0.857142857,0.965517241,"{'guilt': 'upset', 'sad': 'sad', 'pressure': 'anxious', 'reluctant': 'shy'}","{'upset': 70, 'sad': 100, 'anxious': 80, 'shy': 90}"
417,"i am working toward my ib board schooling. i have the most trouble with the many languages we study because they are not frequently used in everyday life or at home. it can be challenging to select the proper information from google when creating projects. being at home and taking assessments online makes distractions easy. there is less interest in a subject or issue when it is difficult to comprehend or recall, which increases pressure or irritability...",irritable,irritable,1,1,1,1,{'trouble': 'irritable'},{'irritable': 80}
418,"children are getting worse at studying daily in the modern world. there are numerous causes, including video games and social media. children are spending more time watching screens than they did before the outbreak. this is because of the pandemic, but we should stop using screens and stop worrying about what to do. instead, we could play games with our families because we rarely have free time throughout the day. we are able to create and adhere to a study schedule. we can give everything the same amount of time in this way.",NIL,NIL,1,1,1,1,NIL,NIL
419,"studying is crucial. i become cranky at home when i study for more than an hour, but i dont feel any pressure at school. i also have trouble deciding which subject i should start with.",irritable,irritable,1,1,1,1,{'trouble': 'irritable'},{'irritable': 80}
420,"i am a bright student so i dont face sorrow problem. i am doing my studies seriously, i have control on using electronic gadgets.",NIL,NIL,1,1,1,1,NIL,NIL
421,"such challenges dont arise for me when i am studying. but since we are the first to attempt to learn that topic or issue, it is undoubtedly a difficult effort to learn a new topic on our own because we have no idea where to begin or which books to consult. even though i dont have that topic or subject in my course, after the topic is finished, i remember it for a good while. but i would certainly like to have more practical knowledge than theoretical since we need to put what we have learned into practise in real life, which is impossible without practical knowledge.",NIL,NIL,1,1,1,1,NIL,NIL
422,we faced internet problem as now a days everything is online.,NIL,NIL,1,1,1,1,NIL,NIL
423,"i struggle with attention deficiency. for the same, i've had occupational therapy. no overt emotional distress. i am my own worst enemy. my parents provide me a lot of help.","upset,angry","upset,frustrated",0.5,0.5,0.5,0.931034483,"{'struggle': 'upset', 'bad': 'frustrated'}","{'upset': 60, 'frustrated': 60}"
424,"games and tv watching keep me from studying. yes, my family does make comparisons with other families' children, which keeps me from studying.",upset,upset,1,1,1,1,{'comparison': 'upset'},{'upset': 80}
425,"due to exams every 21 days and my inability to fully comprehend what is being taught in the online class, as well as the pressure to perform well on the test, my studies are not getting finished on time.","nervous,anxious","anxious,nervous",1,1,1,1,"{'inability': 'nervous', 'pressure': 'anxious'}","{'nervous': 80, 'anxious': 80}"
426,"i dont have many issues with my studies, but occasionally i lose interest in them. personally, i find that watching movies and playing video games are the most distracting activities. i know that studying is crucial and will benefit me in the future, yet i still put it off. even when i finish my studies, i tend to put things off till the last minute due to distractions and lack of drive. the things that most annoy me while i am studying are when my family is watching a movie or when my pals are playing video games because it tempts me to join them.",distracted,distracted,1,1,1,1,{'distracting': 'distracted'},{'distracted': 100}
427,"1. my grades
2. yes, just because i am unable to succeed despite my best efforts.
3.subjects that dont interest me, such
4. yes
5. games because i enjoy coding and creating them
6. yes, i am not sure where to begin 
7. yes, and 
8. yes
9. yes, we should think about what we like rather than what we wont need in the future.",NIL,NIL,1,1,1,1,NIL,NIL
428,"if no physical significance is explained to the pupil, it is challenging to understand. for students, learning things just by heart is not a good idea.",NIL,NIL,1,1,1,1,NIL,NIL
429,"i believe that my cell phone causes me to be diverted from my academics. in class, i dont think twice about asking questions. every parent compares their child's grades with those of other children on the day of the results.",distracted,distracted,1,1,1,1,{'divert': 'distracted'},{'distracted': 80}
430,"nothing like that makes me feel so sad. but occasionally, i just feel lazy and dont have the desire to study. distractions are a significant factor as well. social media sites are the main sources of distraction. social media used to be a big source of distraction for me, but with time i've learned to suppress the impulse to check any social media platform. i find it annoying when universities assign numerous assignments, especially those that need extensive copywriting. i also find it annoying when numerous assignments must be turned in quickly. such pressure is not felt during studying, but it is increased during tests because there is so much on the line.",distracted,distracted,1,1,1,1,{'distraction': 'distracted'},{'distracted': 100}
431,"people hold you in high regard and have high expectations, which increases the strain. the pressure of studying is increased by the notion that you may occasionally be judged by your performance. due to the vast array of learning resources available, i occasionally become perplexed while studying. a programme that provides a list of the best resources together with real reviews from users would be really helpful. i dont think i know everything; i still have a lot to learn. parents and teachers only want us to study because they are concerned about our future. i used to be reluctant to ask questions, but now i dont mind doing it. certainly, studies are crucial.","shy,confused","proud,shy",0.5,0.5,0.5,0.931034483,"{'reluctant': 'shy', 'i know everything': 'proud'}","{'shy': 90, 'proud': 60}"
432,"sometimes, when there is too much to learn about a subject or anything, the idea ""will it be useful in the future?,"" ""where will this be beneficial?,"" enters the mind. we require someone to explain to us the significance of the topic we are currently learning in light of the future. if the test is just knowledge-based, the marks should be evaluated differently than in grades, and there should be less pressure placed on us students to perform well in such topics.",NIL,NIL,1,1,1,1,NIL,NIL
433,my problem is lack of concentration. i am unable to study because i am easily get distracted. ,distracted,distracted,1,1,1,1,"{'lack of concentration': 'distracted', 'distract': 'distracted'}",{'distracted': 93}
434,"the issue that bothers me the most about myself and my studies is that, despite my best attempts, i am unable to fix it or understand the notion. aside from when i fully get the idea, i am unable to answer the discrete mathematics-related questions. i would be better able to handle pressure in the future if i spoke broadly and always faced it with positivity.
when i am unable to complete a particular set of questions or idea in a given amount of time, i tend to become distracted.
another thing that bothers me is how cramped my space is.",upset,upset,1,1,1,1,{'bothers me': 'upset'},{'upset': 60}
435,"daydreaming is the main cause of mental distraction and the associated delay in tasks. when we acknowledge that we didnt meet the daily goal, guilt follows. we become demotivated as a result. we are frequently distracted by those around us, including background noises like television or cell phones.",NIL,NIL,1,1,1,1,NIL,NIL
436,"i cant study due of my phone, my laziness, and my procrastinating habits.","low confidence,careless","careless,low confidence",1,1,1,1,"{'laziness': 'careless', 'cant study': 'low confidence'}","{'careless': 80, 'low confidence': 80}"
437,"1. nothing, in my opinion, causes me to feel profound grief for my studies.
2. i find interruptions to be irksome.
3. my academic record, in particular.
4. i've never done it, but studying for exams is always stressful, so??
5. since i am aware that this age is very interested in social media platforms, it can occasionally be distracting.
6. on occasion, if the concepts are unclear or i wasnt paying attention, then.
7. it occurs occasionally because parents constantly want more...
8. it happens when you're new to the class, but not always.
9. as i become older, people are more interested in my marriage than my academics and work, which are vital to me.","angry,lost","depressed,sad,lost,angry,frustrated",0.4,1,0.571428571,0.896551724,"{'grief': 'sad', 'interruption': 'lost', 'irksome': 'angry', 'stressful': 'frustrated'}","{'sad': 80, 'lost': 80, 'angry': 100, 'frustrated': 80, 'depressed': 90}"
438,"in the era of online lectures, social media is a major barrier. additionally, lectures should be reduced from 90 minutes to 45 or 50 minutes in length.",NIL,NIL,1,1,1,1,NIL,NIL
439,online learning leaves out some practical teaching and learning. lessons that involve movement are more engaging.,NIL,NIL,1,1,1,1,NIL,NIL
440,"because i am a little shy, i never ask a teacher a question.",shy,shy,1,1,1,1,{'shy': 'shy'},{'shy': 100}
441,"my early struggles with my education are due to the internet environment. because the exam is in mcq style, i am not taking it seriously and am not practising the practical material. i am not annoyed by my studies, although i do get bored occasionally. when working on the royal subject, i feel the strain. i dont think twice about asking questions, but the current online lesson isnt often very clear. i believe i have a small issue with the theoretical subject and the online lecture",upset,upset,1,1,1,1,{'struggle': 'upset'},{'upset': 60}
442,"i cant concentrate on studying for very long. i am really shy, thus i am hesitant to offer questions in class.","shy,anxious,irritable","irritable,anxious,shy",1,1,1,1,"{'cant concentrate': 'irritable', 'shy': 'shy', 'hesitant': 'anxious'}","{'irritable': 80, 'shy': 100, 'anxious': 80}"
443,i cant focus on my studies and career because i am get involved in anything easily. i try to focus but i couldnt. ,distracted,distracted,1,1,1,1,{'cant focus': 'distracted'},{'distracted': 80}
444,the pressure to measure up to other children is great. our phones divert us. today's educators take everything for granted.,NIL,NIL,1,1,1,1,NIL,NIL
445,"being a student comes with many distractions, and since i am over 18, i find that my mobile and social media use is a major problem. i am aware that i can use social media to my advantage when studying, yet i consistently fail at it. studying is the one thing that can make my life better or offer me the lifestyle i want, yet i keep getting sidetracked from it.",distracted,distracted,1,1,1,1,"{'distraction': 'distracted', 'sidetrack': 'distracted'}",{'distracted': 93}
446,"students should acquire knowledge by learning.
they shouldnt pay attention to the marks.
today, cell phones are the primary source of distraction.
in order to learn more, we should be open-minded.",NIL,NIL,1,1,1,1,NIL,NIL
447,"even though no one has asked me to study, i am aware that i must do so. however, there have been instances when my mental condition has prevented me from doing so for a variety of reasons, including my own ignorance and laziness. the only thing that really distracts me is my laziness and social media, but i am working on it. i set limits on how much time i spend on my phone, and i constantly keep myself motivated so that i dont bored while studying. and then in other points.. no one compares me to anyone else, asking questions of teachers isnt that difficult for me. many thanks","distracted,careless","careless,distracted",1,1,1,1,"{'distract': 'distracted', 'laziness': 'careless'}","{'distracted': 100, 'careless': 80}"
448,"we can interact with teachers in offline studies where we meet our friends and talk about lessons, but we dont understand concepts that we do well in online studies.",NIL,NIL,1,1,1,1,NIL,NIL
